ticket_id,source,category,subcategory,priority,sla_target_hours,created_at,closed_at,resolution_hours,status,description
10704,Perth Airport T4,Account,Password reset,Urgent,8,2025-08-27 14:52:00,2025-08-28 16:38:36.893035,25.8,Closed,Reported issue with password reset causing intermittent failures.
10705,IKEA Perth,Network,AP install,High,24,2025-08-27 11:18:00,2025-08-29 01:18:28.788962,38.0,Closed,Deployment blocker: ap install fails post‑install validation.
10706,IKEA Perth,Hardware,Desktop,Urgent,8,2025-08-28 13:50:00,2025-08-29 13:10:39.755402,23.3,Closed,Request to configure desktop and verify connectivity.
10707,UWA Lab B,Install,Rack,High,24,2025-08-28 17:41:00,2025-08-30 04:54:47.437124,35.2,Closed,Reported issue with rack causing intermittent failures.
10708,UWA Lab B,Hardware,Laptop,Medium,48,2025-08-28 11:04:00,2025-08-29 02:54:56.379257,15.8,Closed,Reported issue with laptop causing intermittent failures.
10709,UWA Lab B,Network,AP install,High,24,2025-08-28 17:51:00,2025-08-29 15:52:42.463637,22.0,Closed,Performance degradation observed on ap install during peak hours.
10710,UWA Lab A,Install,Cabling,Medium,48,2025-08-28 09:57:00,2025-08-28 19:49:59.627954,9.9,Closed,"Access error related to cabling, needs privilege review."
10711,UWA Lab B,Network,AP install,High,24,2025-08-28 09:05:00,2025-08-30 03:31:41.291472,42.4,Closed,"Access error related to ap install, needs privilege review."
10712,Perth Airport T4,Hardware,Laptop,Low,72,2025-08-28 11:47:00,2025-08-29 10:58:32.019567,23.2,Closed,Deployment blocker: laptop fails post‑install validation.
10713,UWA Lab A,Network,Switch,Medium,48,2025-08-28 09:20:00,2025-08-29 10:23:01.387344,25.1,Closed,Deployment blocker: switch fails post‑install validation.
10714,Perth Airport T4,Hardware,Scanner,Low,72,2025-08-29 09:45:00,2025-08-30 05:32:39.368134,19.8,Closed,Reported issue with scanner causing intermittent failures.
10715,Perth Airport T4,Install,Config,Medium,48,2025-08-29 15:31:00,2025-08-30 14:47:58.747356,23.3,Closed,Reported issue with config causing intermittent failures.
10716,Perth Airport T4,Install,Rack,Low,72,2025-08-29 15:52:00,2025-08-30 13:04:21.822877,21.2,Closed,Performance degradation observed on rack during peak hours.
10717,IKEA Perth,Hardware,Printer,Medium,48,2025-08-29 17:06:00,2025-08-31 13:46:44.244444,44.7,Closed,Reported issue with printer causing intermittent failures.
10718,UWA Lab B,Network,WiFi,Medium,48,2025-08-29 07:05:00,2025-08-30 11:38:51.871854,28.6,Closed,Performance degradation observed on wifi during peak hours.
10719,UWA Lab A,Account,MFA,Medium,48,2025-08-29 17:39:00,2025-08-30 08:21:12.257612,14.7,Closed,Request to configure mfa and verify connectivity.
10720,IKEA Perth,Install,Rack,High,24,2025-08-29 08:35:00,2025-08-30 12:32:27.802872,28.0,Closed,Deployment blocker: rack fails post‑install validation.
10721,IKEA Perth,Hardware,Desktop,Urgent,8,2025-08-30 08:01:00,2025-08-31 04:34:39.025965,20.6,Closed,Desktop not responding; user reports frequent timeouts.
10722,UWA Lab A,Hardware,Scanner,Medium,48,2025-08-30 13:47:00,2025-08-31 11:06:49.229379,21.3,Closed,Request to configure scanner and verify connectivity.
10723,UWA Lab A,Install,Rack,Medium,48,2025-08-30 15:12:00,2025-08-31 12:13:10.396484,21.0,Closed,Deployment blocker: rack fails post‑install validation.
10724,Perth Airport T4,Hardware,Scanner,High,24,2025-08-30 13:05:00,,,Open,Request to configure scanner and verify connectivity.
10725,IKEA Perth,Account,Permissions,High,24,2025-08-31 17:33:00,2025-08-31 19:28:23.387931,1.9,Closed,Deployment blocker: permissions fails post‑install validation.
10726,UWA Lab A,Hardware,Scanner,Low,72,2025-08-31 15:27:00,2025-09-01 16:39:02.254759,25.2,Closed,Reported issue with scanner causing intermittent failures.
10727,Perth Airport T4,Hardware,Printer,Medium,48,2025-08-31 14:42:00,2025-09-01 18:01:18.567848,27.3,Closed,Request to configure printer and verify connectivity.
10728,Perth Airport T4,Network,WiFi,Low,72,2025-08-31 13:02:00,2025-09-01 10:26:32.629389,21.4,Closed,Performance degradation observed on wifi during peak hours.
10729,UWA Lab B,Network,VPN,Medium,48,2025-09-01 09:13:00,2025-09-02 08:00:34.529101,22.8,Closed,Performance degradation observed on vpn during peak hours.
10730,Perth Airport T4,Install,Site survey,Medium,48,2025-09-01 14:44:00,2025-09-03 18:39:07.225503,51.9,Closed,Performance degradation observed on site survey during peak hours.
10731,UWA Lab A,Install,Config,Medium,48,2025-09-01 12:44:00,2025-09-02 11:24:32.123252,22.7,Closed,Performance degradation observed on config during peak hours.
10732,Perth Airport T4,Account,MFA,Low,72,2025-09-01 07:13:00,2025-09-02 05:09:54.941582,21.9,Closed,MFA not responding; user reports frequent timeouts.
10733,Perth Airport T4,Hardware,Desktop,Low,72,2025-09-02 14:27:00,,,Open,Desktop not responding; user reports frequent timeouts.
10734,UWA Lab B,Install,Config,Medium,48,2025-09-02 16:53:00,2025-09-03 19:56:57.766554,27.1,Closed,Reported issue with config causing intermittent failures.
10735,UWA Lab B,Network,WiFi,Urgent,8,2025-09-02 16:38:00,2025-09-03 22:53:36.829965,30.3,Closed,Request to configure wifi and verify connectivity.
10736,UWA Lab B,Network,VPN,Medium,48,2025-09-02 14:14:00,2025-09-03 14:00:12.329198,23.8,Closed,"Access error related to vpn, needs privilege review."
10737,Perth Airport T4,Network,Switch,Low,72,2025-09-02 14:07:00,2025-09-02 23:39:18.508156,9.5,Closed,Performance degradation observed on switch during peak hours.
10738,Perth Airport T4,Hardware,Scanner,Low,72,2025-09-03 15:14:00,2025-09-04 06:25:39.278608,15.2,Closed,Performance degradation observed on scanner during peak hours.
10739,IKEA Perth,Network,VPN,High,24,2025-09-03 13:26:00,2025-09-04 13:57:18.958881,24.5,Closed,Performance degradation observed on vpn during peak hours.
10740,UWA Lab B,Account,MFA,High,24,2025-09-03 08:42:00,2025-09-03 22:58:58.302712,14.3,Closed,MFA not responding; user reports frequent timeouts.
10741,Perth Airport T4,Network,VPN,High,24,2025-09-03 14:19:00,2025-09-04 14:34:55.930925,24.3,Closed,"Access error related to vpn, needs privilege review."
10742,UWA Lab A,Network,WiFi,High,24,2025-09-03 15:02:00,2025-09-04 20:02:11.418811,29.0,Closed,Request to configure wifi and verify connectivity.
10743,Perth Airport T4,Hardware,Desktop,Medium,48,2025-09-03 12:50:00,2025-09-04 09:35:29.709543,20.8,Closed,Reported issue with desktop causing intermittent failures.
10744,UWA Lab A,Account,Permissions,High,24,2025-09-03 08:45:00,,,Open,Deployment blocker: permissions fails post‑install validation.
10745,Perth Airport T4,Account,Password reset,High,24,2025-09-03 08:52:00,2025-09-03 09:22:00,0.5,Closed,"Access error related to password reset, needs privilege review."
10746,IKEA Perth,Network,WiFi,High,24,2025-09-03 15:31:00,2025-09-05 01:28:01.690533,34.0,Closed,Reported issue with wifi causing intermittent failures.
10747,IKEA Perth,Account,MFA,Low,72,2025-09-04 13:49:00,2025-09-05 01:10:37.830468,11.4,Closed,MFA not responding; user reports frequent timeouts.
10748,UWA Lab A,Install,Config,Low,72,2025-09-04 13:23:00,2025-09-05 11:25:25.634724,22.0,Closed,Config not responding; user reports frequent timeouts.
10749,IKEA Perth,Network,VPN,Low,72,2025-09-04 13:57:00,2025-09-05 17:30:10.895192,27.6,Closed,"Access error related to vpn, needs privilege review."
10750,Perth Airport T4,Account,MFA,Medium,48,2025-09-04 08:05:00,2025-09-04 17:17:17.763753,9.2,Closed,Deployment blocker: mfa fails post‑install validation.
10751,UWA Lab B,Install,Rack,Low,72,2025-09-04 17:59:00,2025-09-05 04:19:04.576451,10.3,Closed,"Access error related to rack, needs privilege review."
10752,UWA Lab B,Network,Switch,Medium,48,2025-09-04 12:58:00,2025-09-05 11:45:35.170688,22.8,Closed,Request to configure switch and verify connectivity.
10753,UWA Lab B,Install,Rack,Medium,48,2025-09-04 15:39:00,2025-09-05 06:44:13.513781,15.1,Closed,Performance degradation observed on rack during peak hours.
10754,UWA Lab B,Hardware,Laptop,High,24,2025-09-04 13:46:00,2025-09-05 13:12:45.288741,23.4,Closed,Laptop not responding; user reports frequent timeouts.
10755,IKEA Perth,Install,Site survey,Low,72,2025-09-05 15:21:00,2025-09-06 09:26:15.805739,18.1,Closed,Site survey not responding; user reports frequent timeouts.
10756,IKEA Perth,Network,Switch,High,24,2025-09-05 07:53:00,2025-09-06 12:59:31.600822,29.1,Closed,Performance degradation observed on switch during peak hours.
10757,Perth Airport T4,Hardware,Printer,High,24,2025-09-05 14:19:00,2025-09-06 17:50:55.260968,27.5,Closed,Reported issue with printer causing intermittent failures.
10758,IKEA Perth,Hardware,Desktop,Medium,48,2025-09-05 17:08:00,2025-09-06 08:52:08.907954,15.7,Closed,"Access error related to desktop, needs privilege review."
10759,UWA Lab A,Account,Password reset,Medium,48,2025-09-05 12:29:00,2025-09-06 06:45:12.427248,18.3,Closed,Performance degradation observed on password reset during peak hours.
10760,Perth Airport T4,Hardware,Scanner,Low,72,2025-09-05 08:23:00,2025-09-05 21:45:44.018695,13.4,Closed,Deployment blocker: scanner fails post‑install validation.
10761,UWA Lab A,Hardware,Scanner,Medium,48,2025-09-05 14:44:00,2025-09-06 10:10:23.838520,19.4,Closed,Deployment blocker: scanner fails post‑install validation.
10762,IKEA Perth,Account,MFA,Low,72,2025-09-05 15:07:00,2025-09-06 17:23:32.617591,26.3,Closed,Deployment blocker: mfa fails post‑install validation.
10763,UWA Lab A,Hardware,Desktop,High,24,2025-09-05 08:07:00,2025-09-07 18:21:03.757730,58.2,Closed,Request to configure desktop and verify connectivity.
10764,UWA Lab A,Hardware,Printer,Low,72,2025-09-06 16:26:00,,,Open,Request to configure printer and verify connectivity.
10765,IKEA Perth,Install,Rack,High,24,2025-09-06 08:35:00,2025-09-07 14:32:07.433862,30.0,Closed,Reported issue with rack causing intermittent failures.
10766,UWA Lab B,Hardware,Laptop,High,24,2025-09-06 16:08:00,2025-09-07 15:04:00.367505,22.9,Closed,"Access error related to laptop, needs privilege review."
10767,UWA Lab B,Account,MFA,Low,72,2025-09-06 08:51:00,2025-09-06 09:22:05.407575,0.5,Closed,"Access error related to mfa, needs privilege review."
10768,UWA Lab A,Hardware,Scanner,Medium,48,2025-09-07 17:05:00,2025-09-08 23:15:22.097101,30.2,Closed,Performance degradation observed on scanner during peak hours.
10769,Perth Airport T4,Network,Switch,Medium,48,2025-09-07 15:36:00,2025-09-09 16:33:36.047228,49.0,Closed,"Access error related to switch, needs privilege review."
10770,Perth Airport T4,Hardware,Scanner,Low,72,2025-09-07 10:53:00,2025-09-09 01:58:39.366229,39.1,Closed,"Access error related to scanner, needs privilege review."
10771,UWA Lab B,Hardware,Laptop,Medium,48,2025-09-07 07:21:00,2025-09-07 23:52:32.671793,16.5,Closed,Deployment blocker: laptop fails post‑install validation.
10772,UWA Lab B,Install,Site survey,Low,72,2025-09-08 11:49:00,2025-09-09 17:12:03.572367,29.4,Closed,Request to configure site survey and verify connectivity.
10773,Perth Airport T4,Install,Rack,Medium,48,2025-09-08 07:45:00,,,Open,Deployment blocker: rack fails post‑install validation.
10774,UWA Lab B,Network,AP install,High,24,2025-09-08 07:12:00,2025-09-09 13:41:14.688464,30.5,Closed,"Access error related to ap install, needs privilege review."
10775,Perth Airport T4,Network,VPN,Low,72,2025-09-09 15:26:00,2025-09-11 05:06:55.277738,37.7,Closed,Reported issue with vpn causing intermittent failures.
10776,Perth Airport T4,Hardware,Desktop,Low,72,2025-09-09 15:41:00,2025-09-10 16:38:39.714884,25.0,Closed,Request to configure desktop and verify connectivity.
10777,Perth Airport T4,Hardware,Scanner,High,24,2025-09-09 09:23:00,2025-09-10 04:56:11.973742,19.6,Closed,Scanner not responding; user reports frequent timeouts.
10778,UWA Lab B,Account,Permissions,Urgent,8,2025-09-09 16:18:00,2025-09-10 01:51:03.655309,9.6,Closed,Permissions not responding; user reports frequent timeouts.
10779,UWA Lab A,Network,VPN,Medium,48,2025-09-09 13:22:00,2025-09-10 14:46:16.367407,25.4,Closed,VPN not responding; user reports frequent timeouts.
10780,Perth Airport T4,Hardware,Laptop,Low,72,2025-09-09 09:46:00,2025-09-10 12:16:58.450366,26.5,Closed,Request to configure laptop and verify connectivity.
10781,UWA Lab A,Install,Rack,High,24,2025-09-09 17:16:00,2025-09-10 19:10:51.712481,25.9,Closed,Performance degradation observed on rack during peak hours.
